-51,84,-62,-33
64,96,-31,62
54,78,-36,74
-32,-26,46,34
45,-89,27,-33
-100,76,27,-77
-45,14,-68,46
89,42,34,69
75,28,83,-80
-91,-29,36,-7
30,-17,35,-46
-69,-48,61,-95
-61,20,82,-48
41,1,-59,-85
15,-88,73,-16
78,36,23,-24
-17,43,26,74
21,-62,-12,78
74,65,82,93
61,79,-54,98
-18,28,-63,10
92,-68,7,-78
56,32,72,69
62,74,22,87
-69,30,-60,-14
-52,46,-50,-83
-41,-41,15,-42
81,20,37,-53
-43,-100,-1,-13
24,-61,0,10
42,51,0,-49
-100,27,27,32
-12,-17,50,12
38,-66,-83,14
-72,-79,-48,-44
-17,86,-81,-35
-86,-55,55,61
-85,-57,48,24
-15,12,33,-51
17,46,-16,93
59,75,85,-99
33,81,87,-57
92,-4,42,-85
-5,-20,-47,-41
89,-94,-51,-77
38,76,83,16
84,81,6,99
-16,-30,-78,-96
60,81,36,3
39,-46,49,14
94,-90,81,-59
76,-62,-74,-27
87,67,-77,78
-21,71,89,-67
-76,-98,-34,-3
50,-75,82,20
-10,-78,17,29
75,37,-52,-75
-65,-82,-99,10
-49,96,25,-25
-67,-57,84,-19
38,-13,-73,32
-88,-24,-6,-20
81,77,14,20
28,92,-5,69
11,68,21,-41
-72,-89,-3,-36
48,-79,-78,-7
-46,-44,94,73
29,86,25,-20
-69,-81,-20,-96
-46,17,51,11
-68,10,61,-61
100,67,-90,-13
55,-20,-40,-51
97,-29,-80,-33
-53,35,62,-2
-62,95,-75,78
-72,-27,-71,-53
56,64,14,22
-96,-84,36,-42
71,-45,15,63
-85,-44,74,31
42,12,-75,30
-44,-60,-34,-55
86,20,91,54
-39,-73,95,40
31,21,44,-53
-23,97,8,-43
-43,-16,-47,-3
-50,-53,-10,79
-23,89,-25,74
87,30,-31,-59
-44,98,-56,-72
-15,-13,-7,2
-28,-8,-20,-72
46,76,53,37
39,-39,-39,-45
-71,44,31,46
-63,14,-23,99
60,-76,-9,-58
55,56,-79,81
90,-15,-62,-92
-57,55,-8,-60
83,-64,-32,70
-37,-83,-27,-85
76,-65,-39,98
-74,-19,41,-8
-66,-24,-95,26
68,-94,-14,-78
-72,5,40,14
-93,-79,97,-42
-34,92,91,34
15,-83,89,58
82,80,7,7
-90,-45,48,17
-77,16,-66,95
-97,71,-88,95
-90,-46,-93,26
67,-54,-75,-15
62,-77,-58,2
49,-6,25,-19
-31,40,29,-86
63,4,30,27
41,-80,83,-33
54,10,83,-82
-22,29,-9,-49
22,4,-60,-99
-12,47,97,37
-67,-21,-21,-83
-95,56,89,14
44,36,-35,93
67,64,-31,58
-48,-17,-7,93
-94,44,66,67
0,-76,-74,18
71,17,32,-6
46,-32,-11,18
96,-87,-3,-5
-26,69,-10,-8
-31,76,-59,-36
-7,11,-11,-9
-77,-83,68,-92
-96,66,-51,13
10,-95,69,31
-60,56,76,69
-41,31,36,-35
52,-41,7,-6
-96,33,2,46
13,-61,-73,3
-44,10,-58,39
71,10,75,-54
-55,-44,-34,-31
-34,-82,-61,92
84,-7,45,-89
-72,-71,65,89
57,29,-47,-40
-44,42,-73,87
-100,63,-21,92
88,73,61,-37
28,74,78,-43
96,55,-41,-90
93,49,91,-63
24,0,-70,-68
93,-75,70,-75
-18,30,-79,78
92,-94,70,52
-92,98,30,-98
-75,95,-5,-50
0,-27,-27,-26
-91,-81,45,-40
66,32,55,6
-68,-24,-33,68
-57,74,-42,64
72,-86,-16,47
-12,-82,38,80
86,55,11,19
38,68,83,-2
-58,30,-89,10
-8,-59,-95,-75
-37,-88,5,100
-35,-45,-7,61
-31,80,7,-39
51,-76,-63,88
42,32,-2,-71
-88,32,98,-8
13,3,100,-87
-72,80,-85,66
45,2,63,-97
-97,-15,44,-16
92,93,22,-88
20,-55,-5,-35
-91,-96,-32,28
67,81,-36,84
-6,36,-98,22
96,76,81,21
42,-75,88,36
-82,-3,-99,15
75,83,50,-62
49,61,54,-38
-84,51,-66,-53
18,27,-4,-4
78,-1,21,-90
46,63,68,-94
-99,90,88,-45
-28,-4,59,71
-75,52,76,-99
-74,47,82,-43
-54,-97,-90,17
43,-100,38,14
-50,-49,-90,-93
69,-74,-19,61
-52,58,34,-99
-77,61,23,-93
-1,63,-74,-67
99,-41,5,6
33,95,-70,52
-83,83,12,-25
10,-36,-72,13
-94,4,100,83
69,22,7,-59
-56,73,45,-52
84,-13,72,-63
-18,-41,0,98
-49,17,-10,75
66,-30,17,0
5,-74,29,-43
9,-31,61,13
12,-27,-88,-29
49,-82,48,60
96,-99,38,10
-98,75,-54,-6
23,-11,-94,51
69,20,-7,57
-21,-49,-12,-90
-91,-30,-50,-68
62,-3,-45,13
-49,-31,-87,-20
-70,17,-55,59
4,-80,73,-63
-83,65,-48,73
-50,-31,-76,-96
38,16,-74,7
37,-34,-21,-32
-23,21,21,64
70,38,-72,87
16,3,15,-55
-32,100,13,-32
-56,0,66,93
-87,-31,-3,-55
57,-82,-27,-2
-69,57,23,-62
37,3,-62,62
-76,-89,18,86
-30,-95,84,-8
-91,-17,-87,17
-71,-60,-60,27
-60,2,87,80
40,-26,-21,10
64,96,92,27
-63,29,5,-23
14,75,-92,21
-47,88,86,70
-65,38,-84,15
-90,-77,58,63
-45,5,-96,-99
-41,-69,-84,-30
-56,49,-80,-51
68,-13,19,76
-27,-62,61,36
-87,92,-85,59
-21,5,-50,-18
94,42,24,-62
-25,34,-98,-44
78,-13,82,-18
15,32,-54,-56
99,-27,55,-8
50,-59,-85,27
36,24,-30,-58
-9,80,82,-27
-74,-54,-86,-98
45,-36,48,-28
29,-29,-89,-27
22,10,65,23
-6,-4,-16,40
41,53,71,-88
-23,-91,-31,-7
5,1,-95,-85
-77,-38,-51,80
27,2,-8,-49
-74,68,-92,95
-29,-67,15,-16
-12,-32,25,-19
-81,85,-37,64
72,-70,33,-71
-22,-62,-19,-41
26,-33,-92,85
-66,-57,79,98
42,94,18,-76
65,-22,89,-22
-99,-97,-4,-64
9,30,-40,-98
4,-99,-6,-26
40,24,-86,47
21,-76,-54,-26
57,-21,-60,-91
2,-41,49,-54
99,21,-98,-5
78,83,-74,-87
-4,-34,-96,-83
78,-26,80,-75
31,-64,36,-7
99,-25,-35,-11
64,71,-32,-94
-100,10,-27,60
83,-64,37,-94
91,-100,-28,81
100,85,-88,63
-1,0,-74,12
-44,-66,-61,4
-37,20,-35,74
-67,-80,-11,12
-4,-88,-72,25
66,-6,-75,47
-12,3,83,76
-41,-36,44,-15
-61,67,-81,-38
-69,-71,89,-46
58,-65,44,-15
53,-63,2,-18
89,-62,-87,35
68,-95,39,-9
-14,-53,-7,-28
10,-30,35,62
-86,-84,78,36
-54,37,10,-14
-71,23,42,13
-89,45,-96,-72
-69,-34,-12,-99
38,-62,-36,68
83,-43,41,-70
50,-70,26,79
33,-8,-44,-80
81,-82,32,-15
42,-44,-65,-94
-56,-74,-28,-16
85,-42,-38,-13
41,-57,45,100
53,-67,-52,-73
-19,25,29,-36
-11,46,24,-6
-63,-31,-11,17
68,48,37,88
43,-72,26,17
10,11,13,-51
65,24,-33,44
-21,56,7,-44
-92,76,63,77
-2,43,-69,42
72,-28,50,8
41,-29,44,63
-59,-90,-85,16
36,25,-98,100
72,-80,54,-26
74,-35,16,85
-83,-42,-11,2
-16,50,-89,87
51,-89,-88,-48
-82,66,-1,-81
-96,2,27,97
10,-49,1,82
-94,-75,24,7
19,50,-68,14
41,63,-61,-82
-29,-77,43,-26
53,8,-83,56
-95,-19,-50,-14
-11,38,-43,-50
-38,-17,-32,42
-55,86,-43,-57
-66,-47,-83,-29
13,-15,-40,-10
57,62,-6,65
12,-82,44,-69
-96,-38,78,21
50,-89,81,89
43,43,-1,-23
75,-93,37,38
-61,-18,65,-11
32,51,19,39
86,-34,69,-73
-27,-40,18,32
-24,95,-96,-68
0,-31,39,57
-62,-87,24,-73
-10,-39,95,91
-90,-13,40,35
-46,31,-47,-21
65,90,60,-37
-69,-16,33,-37
98,-73,-69,70
94,97,-58,16
-59,7,-45,44
-17,-4,93,-21
98,-18,12,-91
-46,69,10,56
28,75,10,-68
-77,28,73,18
9,-35,-71,9
-68,70,-50,-49
7,20,84,25
-60,-49,92,-33
-40,4,-5,89
19,74,-75,-34
-11,-16,39,36
-63,49,86,-11
35,-84,49,-35
50,92,-32,-63
86,-14,52,-37
-16,-36,19,-56
71,-13,41,-39
8,38,78,-41
-93,-18,18,87
14,17,-80,-59
-80,1,20,40
-63,-15,97,-35
77,-1,91,-83
92,-46,-33,-4
95,-4,99,44
43,-46,-95,-48
1,92,9,-30
-27,-23,-63,-31
-62,-13,50,-100
27,53,-92,96
-34,-49,19,-31
6,-23,58,-49
-10,82,17,-64
28,-18,-73,-89
-83,-1,24,11
-43,-29,-5,-77
-81,19,72,-34
78,-100,-95,81
91,-83,65,12
7,59,-69,47
-49,92,92,-12
5,-18,-39,16
-28,-18,-67,-36
9,-63,-74,-3
83,-91,-82,-76
-100,-98,4,59
-23,-6,-79,-6
7,69,25,65
-11,68,17,94
49,-1,-85,18
94,-99,0,61
45,9,-49,-78
32,86,70,-4
-28,-16,-11,-10
45,38,-91,42
-62,93,3,8
51,-78,-11,-36
61,54,52,88
-8,5,-8,-68
24,4,45,97
90,-92,-42,67
-91,36,12,67
-50,-63,-14,100
28,42,-73,87
-77,80,11,-54
22,-23,-90,-22
18,48,-100,77
-58,-48,-44,-91
-22,32,66,84
-99,-72,-65,-75
-45,-28,-92,-61
-30,-47,-97,-61
68,-16,75,98
36,90,17,24
11,-16,16,-6
19,-72,-95,86
-46,-8,-10,42
6,-42,3,-22
67,-76,30,74
56,-77,39,62
-45,-70,-64,-3
-54,27,50,49
12,19,-9,-4
35,48,-89,13
31,98,-22,38
-19,46,73,38
-43,34,47,-81
19,74,91,-50
-41,89,-41,26
92,-21,76,79
-43,-58,3,6
-31,-8,76,-9
-65,-67,-49,-53
52,-14,28,76
37,-25,87,64
100,-18,84,-16
-72,-31,-35,48
38,27,-39,30
-50,-25,-75,21
-59,-83,97,42
-47,-81,-99,37
-66,-68,-46,-62
-79,21,-82,-44
8,30,-58,42
73,70,-24,-93
-58,69,86,0
82,68,-61,39
18,-63,60,80
-53,-60,17,18
-44,63,-93,71
-57,-88,45,-8
69,-4,64,87
-25,-20,50,-32
-46,-66,-8,85
-35,0,-99,-15
-19,-42,-99,30
94,-61,-6,21
2,91,68,34
4,51,14,17
-35,25,3,-90
-71,67,-38,-48
3,-81,-40,-5
92,8,45,-79
28,-14,47,22
7,-83,100,27
-25,-32,57,96
81,35,40,-70
68,-38,-12,98
14,-91,18,100
-99,41,20,51
2,35,31,-51
-43,23,38,58
-92,-95,-29,-96
1,-37,65,-72
-43,75,49,90
-37,28,-35,-4
45,75,58,53
-31,-84,-23,-87
61,88,12,-85
2,-66,0,82
-35,-89,58,5
46,8,-83,72
-38,65,37,-36
60,92,7,35
47,-86,39,-9
5,67,71,-65
54,-52,-24,27
-39,61,-73,14
-25,-63,99,95
-44,20,-63,-16
-19,90,59,57
-88,-91,55,-25
-24,85,10,51
38,54,88,-72
12,-4,42,-36
-15,50,67,-99
-35,76,36,7
-76,90,95,-65
-67,-65,-88,36
-21,30,-55,-97
65,73,-7,-12
-44,-61,74,13
8,87,83,51
22,-39,93,-7
73,-71,-25,-17
-9,9,-34,-60
23,0,-25,25
61,26,24,64
-2,26,12,-30
54,61,92,21
62,23,58,-47
51,-97,90,25
36,-39,24,-99
-65,3,-63,-70
-19,-51,-52,-48
-54,88,15,54
-84,39,-76,-74
-21,-66,39,49
-15,-36,72,-69
-39,86,37,9
90,39,56,-45
-40,18,-94,-94
57,-67,-63,45
-5,17,5,-76
-57,88,-53,82
-45,-12,73,-58
9,-85,-55,24
-20,38,83,-80
-33,-62,-63,-42
11,86,-41,-9
-17,-34,66,58
93,-55,73,-30
3,-26,83,51
-68,3,-97,43
16,98,55,35
-100,2,49,0
-3,-24,-93,97
-2,17,-76,-23
-73,19,-83,-65
-84,92,-99,44
-68,74,-98,2
32,73,-87,-34
74,-71,-74,-54
-55,30,-95,45
87,-84,-55,-4
65,-88,14,18
71,69,-39,13
-60,-36,-95,-11
9,46,-51,-6
-71,-6,-43,-63
64,-16,51,-77
17,-32,27,-52
16,8,77,-92
-13,-53,-10,-71
82,-13,0,91
74,-98,-51,27
-95,-82,95,13
12,16,96,21
4,91,-6,57
91,79,-9,-36
61,100,15,22
3,48,31,-27
1,-30,-64,-96
-12,11,-72,8
40,4,39,42
8,72,-35,-62
-68,99,-39,-9
4,-95,29,42
-32,-15,-16,49
-7,92,56,-32
-2,69,-18,85
-80,-47,41,-1
2,89,9,42
24,-12,46,-38
18,42,87,60
-100,-84,61,-89
-58,0,31,-69
-38,-29,-42,66
-70,-1,-84,48
4,18,-100,-22
41,-79,91,98
-100,-95,-17,2
94,-21,-76,68
-27,-83,-68,-9
19,-55,-44,41
57,-34,66,-34
1,82,-75,-33
35,-62,-67,-96
-39,-87,-6,70
37,47,34,12
-3,-32,31,72
-30,84,31,-11
90,-25,48,-29
34,-100,-90,26
98,-99,-57,53
-44,-67,64,59
-74,-55,26,-2
-26,54,86,-62
34,7,88,-94
2,-41,-36,-70
-14,77,49,1
-34,-15,-22,72
-5,18,-10,58
45,-49,-26,33
-94,95,-48,61
-51,-56,-6,-100
94,-69,7,-23
-5,-69,22,100
85,-54,-39,1
64,69,-84,82
-26,100,22,-67
17,59,37,78
-8,-92,98,-64
-53,21,-41,-14
-69,45,49,15
77,-90,5,-48
4,-27,-45,-51
3,-59,19,-53
-35,-64,-62,26
-55,19,-67,-97
-63,-34,-94,72
90,-69,-65,-94
-1,-71,-12,-44
-20,21,37,72
-83,-32,32,97
-87,38,2,-40
3,-79,-16,33
97,6,-65,16
-54,-26,-80,-51
71,34,-21,25
-75,-81,-42,-37
86,71,62,31
-50,-19,61,17
-95,-26,89,-7
-82,-94,67,66
-99,-10,67,-100
62,-6,11,-46
31,-79,93,30
-30,11,-53,52
-11,-79,42,-1
68,39,68,-65
80,35,53,-56
-45,-25,-55,-45
-8,71,-4,0
20,18,29,-94
-93,-1,-53,15
25,95,95,63
-38,97,-58,94
2,34,42,19
37,47,68,96
76,37,-45,-20
-32,3,75,-4
10,14,97,-52
10,-60,77,-34
76,-68,44,94
-99,72,57,-54
-74,54,65,-42
-81,-96,35,-56
-71,36,82,63
